1417,﻿Cula Cuțui,Stronghold Cutui,Broșteni, Mehedinţi,﻿ФЕОДАЛНО ИМЕНИЕ КУЦУЙ,Броșтени, Мехединţи,44.760204,22.980387
1590,JUDECATORIA CARACAL,Caracal Court,CARACAL,OLT,﻿Съдебна палата Каракал,ЦАРАЦАЛ,ОЛТ,44.12664,24.355066
1591,MONUMENTUL EROILOR,Heroes Monument,CARACAL,OLT,﻿Паметник на Героите,ЦАРАЦАЛ,ОЛТ,44.114643,24.369066
1592,MONUMENTUL RECUNOSTINTEI,Monument of Gratitude,CARACAL,OLT,﻿Паметник на Благодарността,ЦАРАЦАЛ,ОЛТ,44.123642,24.356066
1593,MUZEUL ROMANATIULUI,Romanaţiului Museum,CARACAL,OLT,﻿Музей Романаци,ЦАРАЦАЛ,ОЛТ,44.11964,24.358067
1594,PARCUL POROINEANU,Constantin Poroineanu Park,CARACAL,OLT,﻿Парк Константин Поройняну,ЦАРАЦАЛ,ОЛТ,44.109642,24.367065
1595,PRIMARIA CARACAL,City Hall Caracal,CARACAL,OLT,﻿Община Каракал,ЦАРАЦАЛ,ОЛТ,44.114643,24.360065
1596,STATUIA CERES,Statue of Ceres,CARACAL,OLT,﻿Статуя Через,ЦАРАЦАЛ,ОЛТ,44.11764,24.349066
1597,TEATRUL DE VARA,Summer Theatre,CARACAL,OLT,﻿Летен театър,ЦАРАЦАЛ,ОЛТ,44.121643,24.350065
1598,TEATRUL NATIONAL,National Theatre,CARACAL,OLT,﻿Национален театър,ЦАРАЦАЛ,ОЛТ,44.107643,24.356066
1599,FAR CARACAL,Lighthouse Caracal,CARACAL,OLT,﻿Фар,ЦАРАЦАЛ,ОЛТ,44.12664,24.357065
1600,CONACUL CEZIENI,Cezieni Mansion,CEZIENI,OLT,﻿Имението Чезиени,ЦЕЗИЕНИ,ОЛТ,44.184193,24.268068
1603,MUZEUL DE SCULPTURA,Nicolae Nica Village Sculpture Museum,CHILIA,OLT,﻿Музей на селската скулптура Николае Ника,ЧИЛИА,ОЛТ,44.77524,24.573805
1607,MONUMENTUL EROILOR,Heroes Monument,CORABIA,OLT,﻿Паметник на героите,ЦОРАБИА,ОЛТ,43.782574,24.511017
1608,PRIMARIA CORABIA,City Hall Corabia,CORABIA,OLT,﻿Кметство Корабия,ЦОРАБИА,ОЛТ,43.785572,24.518017
1610,MUZEUL DE ARHEOLOGIE,Museum of Archaeology,CORABIA,OLT,﻿Археологически музей,ЦОРАБИА,ОЛТ,43.772575,24.515017
1611,BUST ALEXANDRU IOAN CUZA,Alexandru Ioan Cuza Bust,CORABIA,OLT,﻿Бюст Александру Йоан Куза,ЦОРАБИА,ОЛТ,43.788574,24.520018
1613,CETATEA SUCIDAVA,Fortress Sucidava,CORABIA,OLT,﻿Град Сукидава,ЦОРАБИА,ОЛТ,43.787575,24.520018
1616,CONACUL BOIERULUI IOAN MARIAN,Manor of Boyar Ioan Marian,CURTISOARA,OLT,﻿Имението на болярина Йоан Мариан,ЦУРТИСОАРА,ОЛТ,44.480663,24.34431
1621,PARCUL CONSTANTIN BRANCUSI,Constantin Brancusi Park,FRUNZARU,OLT,﻿Парк Константин Брънкуш,ФРУНЗАРУ,ОЛТ,44.292465,24.459822
1624,TURNUL MEDIEVAL,Medieval Tower,HOTARANI,OLT,﻿Средновековна кула,ХОТАРАНИ,ОЛТ,44.296467,24.462822
1629,CONACUL IZVORU,Mansion Izvoru,IZVORU,OLT,﻿Имението Извору,ИЗВОРУ,ОЛТ,44.35821,23.749119
1631,CONACUL PAUL LAZAR,Paul Lazar Mansion,LIICENI,OLT,﻿Конакът Паул Лазар,ЛИИЦЕНИ,ОЛТ,44.123405,24.273655
1639,CONACUL BOIERESC,Boyar Mansion Romano,PLESOIU,OLT,﻿Болярското имение Роман,ПЛЕСОИУ,ОЛТ,44.457546,24.268053
1642,ANSAMBLUL BRATASANU,Brătăşanu Ensemble,RADOMIRESTI,OLT,﻿Ансамбъл Брътъшану,РАДОМИРЕСТИ,ОЛТ,44.082924,24.695644
1643,VESTIGIILE ORASULUI ROMAN,Remains of the Roman City,RESCA,OLT,﻿Останки от града Роман,РЕСЦА,ОЛТ,44.057724,24.30708
1645,STATUIA SFANTUL CONSTANTIN CEL MARE,Saint Constantine the Great Statue,RESCA,OLT,﻿Статуята на Свети Константин Велики,РЕСЦА,ОЛТ,44.048725,24.30208
1652,CASA MEMORIALA NICOLAE CEAUSESCU,Memorial House of Nicolae Ceauşescu,SCORNICESTI,OLT,﻿Къща-музей Николае Чаушеску,СЦОРНИЦЕСТИ,ОЛТ,44.59858,24.54453
1662,BUST RADU GRECEANU,Bust Radu Greceanu,SLATINA,OLT,﻿Бюст Раду Гречяну,СЛАТИНА,ОЛТ,44.433334,24.366667
1663,CASA FANTANEANU,House Fântâneanu,SLATINA,OLT,﻿Къща Фънтъняну,СЛАТИНА,ОЛТ,44.439335,24.367666
1664,CASA IOAN CALUGARU,House Ioan Călugăru,SLATINA,OLT,﻿Къща Йоан Кълугъру,СЛАТИНА,ОЛТ,44.441334,24.374666
1665,CASA STRADA MIHAI EMINESCU NR. 44,House Street Mihai Eminescu no. 44,SLATINA,OLT,﻿Къща на улица Михай Еминеску № 44,СЛАТИНА,ОЛТ,44.434334,24.366667
1666,CASA STRADA MIHAI EMINESCU NR. 48,House Street Mihai Eminescu no. 48,SLATINA,OLT,﻿Къща на улица Михай Еминеску № 48,СЛАТИНА,ОЛТ,44.426334,24.370667
1668,CLADIRE BNR,BNR Building,SLATINA,OLT,﻿Сградата на БНР,СЛАТИНА,ОЛТ,44.423336,24.376667
1669,COFETARIA ATLETUL ALBANEZ ,Confectionery Albanian Athlete,SLATINA,OLT,﻿Кафене Албанският атлет,СЛАТИНА,ОЛТ,44.424335,24.373667
1670,COLEGIUL NATIONAL RADU GRECEANU,National College Radu Greceanu,SLATINA,OLT,﻿Национален колеж Раду Гречяну,СЛАТИНА,ОЛТ,44.433334,24.356667
1672,MUZEUL DE ETNOGRAFIE,Ethnography Museum,SLATINA,OLT,﻿Етнографски музей,СЛАТИНА,ОЛТ,44.436333,24.370667
1673,MUZEUL JUDETEAN OLT,Olt County Museum,SLATINA,OLT,﻿Областен музей Олт,СЛАТИНА,ОЛТ,44.433334,24.367666
1674,OBELISC SLATINA,Obelisk,SLATINA,OLT,﻿Обелиск,СЛАТИНА,ОЛТ,44.423336,24.361668
1675,PODUL PESTE OLT,The Bridge over Olt,SLATINA,OLT,﻿Мостът над Олт,СЛАТИНА,ОЛТ,44.433334,24.373667
1676,POLITIA LOCALA SLATINA,Local Police,SLATINA,OLT,﻿Местна Полиция,СЛАТИНА,ОЛТ,44.436333,24.375668
1677,PRIMARIA SLATINA,City Hall Slatina,SLATINA,OLT,﻿Кметство Слатина,СЛАТИНА,ОЛТ,44.430336,24.367666
1678,REGISTRUL COMERTULUI SLATINA,Trade Register,SLATINA,OLT,﻿Търговски Регистър,СЛАТИНА,ОЛТ,44.438335,24.359667
1680,SCOALA PRIMARA DE BAIETI,Primary School for Boys,SLATINA,OLT,﻿Начално училище за момчета,СЛАТИНА,ОЛТ,44.441334,24.367666
1681,STATUIE ECATERINA TEODOROIU,Ecaterina Teodoroiu Statue,SLATINA,OLT,﻿Статуя Екатерина Теодоройу,СЛАТИНА,ОЛТ,44.438335,24.366667
1682,STATUIE EUGEN IONESCO,Eugen Ionesco Statue,SLATINA,OLT,﻿Статуя Еуджен Йонеско,СЛАТИНА,ОЛТ,44.425335,24.375668
1683,STATUIE NICOLAE TITULESCU,Nicolae Titulescu Statue,SLATINA,OLT,﻿Статуя Николае Титулеску,СЛАТИНА,ОЛТ,44.428333,24.360666
1684,STATUIE TUDOR VLADIMIRESCU,Tudor Vladimirescu Statue,SLATINA,OLT,﻿Статуя Тудор Владимиреску,СЛАТИНА,ОЛТ,44.433334,24.359667
1697,CONACUL NEAMTU,Neamţu Mansion,OLARI,OLT,﻿Имението Нямцу,ОЛАРИ,ОЛТ,44.305077,24.207958
1698,CULA CALATEANU,Stronghold Călăţeanu,PIATRA OLT,OLT,﻿Кулата Кълъцяну,ПИАТРА ОЛТ,ОЛТ,44.365067,24.266676
1700,CASA MEMORIALA NICOLAE TITULESCU,Nicolae Titulescu Memorial House,NICOLAE TITULESCU,OLT,﻿Casa Memorială Nicolae Titulescu,НИЦОЛАЕ ТИТУЛЕСЦУ,ОЛТ,44.266922,24.756147
1701,CONACUL ARGESANU,Mansion Argeşanu,PIATRA OLT,OLT,﻿Имението Арджешану,ПИАТРА ОЛТ,ОЛТ,44.366066,24.274675
1513,CASA ZARZAZA,House Zarzara,ALEXANDRIA,TELEORMAN,Къща Зарзара,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01089,25.226126
1514,PODUL METALIC PESTE RAUL VEDEA,Metal Bridge over the River Vedea,ALEXANDRIA,TELEORMAN,﻿Металният мост над р. Ведя,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.00589,25.220125
1515,RUINELE CETATII ROMANE TURRIS,Turris Roman Fortress Ruins,ALEXANDRIA,TELEORMAN,﻿Руини На Римската Крепост Турис,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01389,25.228127
1516,CLADIREA SCOLII GIMNAZIALE NR. 5,Building of Middle School no. 5,ALEXANDRIA,TELEORMAN,﻿Сградата на Гимназиално училище № 5,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01789,25.219126
1517,GARA,Alexandria Station,ALEXANDRIA,TELEORMAN,﻿Железопътна гара Александрия,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01189,25.216125
1518,MUZEUL JUDETEAN TELEORMAN,Teleorman County Museum,ALEXANDRIA,TELEORMAN,﻿Музея в Окръг Телеорман,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01089,25.220125
1522,BUSTUL LUI CUZA,Cuza Bust,ALEXANDRIA,TELEORMAN,﻿Бюстът на Куза,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.00989,25.217125
1523,MONUMENT RMI,World War I Monument,ALEXANDRIA,TELEORMAN,﻿Паметник Първата Световна Война,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01889,25.222126
1524,STATUIA LUI LIVIU VASILICA,Liviu Vasilică Statue,ALEXANDRIA,TELEORMAN,﻿Статуя на Ливиу Василика,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.00289,25.231125
1525,RUINELE CURTII LUI CONSTANTIN AGA BALACEANU,The Ruins of Constantine Aga Bălăceanu Court,BALACI,TELEORMAN,﻿Руините на Двора на Константин Ага Бълъчяну,БАЛАЦИ,ТЕЛЕОРМАН,44.337395,24.917345
1531,EXPOZITIA MEMORIALA GALA GALACTION,Memorial Exhibition Gala Galaction,DIDESTI,TELEORMAN,﻿Мемориална изложба Гала Галактион Дидещи,ДИДЕСТИ,ТЕЛЕОРМАН,44.21907,24.882442
1533,CASA MEMORIALA ANTON SI MARIA POPESCU,Memorial House Anton and Maria Popescu,DRACSANI,TELEORMAN,﻿Къща-музей Антон и Мария Попеску,ДРАЦСАНИ,ТЕЛЕОРМАН,44.225765,24.981337
1534,MUZEUL DE ETNOGRAFIE,Ethnography Museum,DRACSANI,TELEORMAN,﻿Етнографски музей,ДРАЦСАНИ,ТЕЛЕОРМАН,44.231766,24.977337
1535,CULA LUI COSTEA,Costea's Fortified Manor,FRASINET,TELEORMAN,﻿Кулата на Костя,ФРАСИНЕТ,ТЕЛЕОРМАН,44.057243,25.22048
1536,MONUMENTUL COMEMORATIV AL ADUNARII DE LA ISLAZ,Commemorative Monument of the Assembly of Islaz,ISLAZ,TELEORMAN,﻿Комеморалния Паметник на Асамблеята от Ислаз,ИСЛАЗ,ТЕЛЕОРМАН,43.712864,24.762302
1537,SITUL ARHEOLOGIC DE LA BISERICA,Archaeological Site from the Church,MAGURA,TELEORMAN,﻿Археологическото място  Църквата,МАГУРА,ТЕЛЕОРМАН,44.029976,25.394281
1538,CONACUL MANU,Manu Mansion,MERI,TELEORMAN,﻿Имението Ману,МЕРИ,ТЕЛЕОРМАН,44.065243,25.21248
1540,MONUMENT COMEMORATIV SARJA,Commemorative Monument Șarja,PRUNARU,TELEORMAN,﻿Комеморалният Паметник Шарж,ПРУНАРУ,ТЕЛЕОРМАН,44.05324,25.21048
1542,CETATEA CAZACILOR,Cossacks Fortress,ROSIORI,TELEORMAN,﻿Казашката крепост,РОСИОРИ,ТЕЛЕОРМАН,44.115788,25.01015
1543,CASA MAMUT,House Mamut,ROSIORI,TELEORMAN,﻿Къща Мамут,РОСИОРИ,ТЕЛЕОРМАН,44.124786,25.00015
1544,CASA DAIA,House Daia,ROSIORI,TELEORMAN,﻿Къща Дайа,РОСИОРИ,ТЕЛЕОРМАН,44.118786,25.01515
1545,PRIMARIA,City Hall Roșiorii de Vede,ROSIORII DE VEDE,TELEORMAN,﻿Кметство,РОСИОРИИ ДЕ ВЕДЕ,ТЕЛЕОРМАН,44.107788,25.00815
1546,BUSTUL LUI NICOLAE BALCESCU,Bust of Nicolae Bălcescu,ROSIORII DE VEDE,TELEORMAN,﻿Бюстът на Николае Бълческу,РОСИОРИИ ДЕ ВЕДЕ,ТЕЛЕОРМАН,44.11279,25.00815
1547,MUZEUL MUNICIPAL DE ISTORIE,Municipal History Museum,ROSIORII DE VEDE,TELEORMAN,﻿Общински исторически музей,РОСИОРИИ ДЕ ВЕДЕ,ТЕЛЕОРМАН,44.125786,25.013151
1548,GARA,Train Station,ROSIORII DE VEDE,TELEORMAN,Гарата,РОСИОРИИ ДЕ ВЕДЕ,ТЕЛЕОРМАН,44.10679,25.019152
1549,CASA MEMORIALA ZAHARIA STANCU,Memorial House Zaharia Stancu,SALCIA,TELEORMAN,﻿Къща-музей Захария Станку,САЛЦИА,ТЕЛЕОРМАН,43.936996,24.946257
1551,CENTRUL MEMORIAL MARIN PREDA,Memorial House Marin Preda,SILISTEA GUMESTI,TELEORMAN,﻿Къща-музей Марин Преда,СИЛИСТЕА ГУМЕСТИ,ТЕЛЕОРМАН,44.372566,25.014479
1553,MUZEUL DE ETNOGRAFIE,Ethnography Museum,STEJARU,TELEORMAN,﻿Етнографски музей,СТЕЯРУ,ТЕЛЕОРМАН,44.188927,24.869085
1554,RUINELE CURTILOR BALACEANU,Bălăceanu Courts Ruins,TATARASTII DE SUS,TELEORMAN,﻿Руините на Съдилищата Балачяну Тътъръщии де Сус,ТАТАРАСТИИ ДЕ СУС,ТЕЛЕОРМАН,44.405285,25.12612
1556,CASA ANGELESCU,House Angelescu,TURNU MAGURELE,TELEORMAN,﻿Къща Анджелеску,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.783115,24.845377
1558,TURNUL DE APA,Water Tower,TURNU MAGURELE,TELEORMAN,﻿Водна кула,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.778114,24.850376
1559,PARCUL CENTRAL,Central Park,TURNU MAGURELE,TELEORMAN,﻿Централен парк,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.792114,24.838377
1560,MONUMENTUL INDEPENDENTEI,Independence Monument,TURNU MAGURELE,TELEORMAN,﻿Паметник на независимостта,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.790115,24.839376
1561,BUSTUL LUI PRAPORGESCU,Bust of Praporgescu,TURNU MAGURELE,TELEORMAN,﻿Бюст на Прапорджеску,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.774117,24.849377
1562,STATUIA DOROBANTULUI,Statue Dorobanțului,TURNU MAGURELE,TELEORMAN,﻿Статуя Доробанци,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.775116,24.854378
1564,STATUIA LUI MIRCEA CEL BATRAN,Statue of Mircea cel Batran,TURNU MAGURELE,TELEORMAN,﻿Статуя на Мирча чел Бътрън,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.791115,24.842377
1565,TRIBUNALUL,Turnu Magurele Court,TURNU MAGURELE,TELEORMAN,﻿Съдебна палата на Турну Мъгуреле,ТУРНУ МАГУРЕЛЕ,ТЕЛЕОРМАН,43.783115,24.841377
1001,Crucea Grânarilor,Granaries Cross,Călugăreni, Giurgiu,﻿Кръстът на житниците,Цълугърени, Гиургиу,44.186123,26.002861
1002,STATUIA LUI MIHAI VITEAZU,Statue of Michael the Brave,CALUGARENI,GIURGI,﻿Статуята на Михай Витязу,ЦАЛУГАРЕНИ,ГИУРГИ,44.192123,26.00786
1004,MONUMENT MIHAI VITEAZU,Monument Michael the Brave,CALUGARENI,GIURGI,﻿Паметник Михай Витязу,ЦАЛУГАРЕНИ,ГИУРГИ,44.178123,26.004862
1006,PARCUL NATURAL COMANA,Natural Park Comana,COMANA,GIURGI,﻿Природен парк Комана,ЦОМАНА,ГИУРГИ,44.17116,26.145021
1008,LACUL COMANA,Lake Comana,COMANA,GIURGI,﻿ЕЗЕРОТО КОМАНА,ЦОМАНА,ГИУРГИ,44.17316,26.147022
1010,CASA MEMORIALA GELLU NAUM COMANA,Memorial House Gellu Naum,COMANA,GIURGIU,﻿Къща-музей ă Джелу Наум,ЦОМАНА,ГИУРГИУ,44.169163,26.137022
1011,MONUMENTUL EROILOR COMANA,Heroes Monument,COMANA,GIURGIU,﻿Паметникът на героите,ЦОМАНА,ГИУРГИУ,44.176163,26.147022
1013,MAUSOLEUL COMANA,Heroes Mausoleum Comana,COMANA,GIURGIU,﻿Мавзолеят на героите,ЦОМАНА,ГИУРГИУ,44.163162,26.140022
1014,AERODROM COMANA,Aerodrom Comana,COMANA,GIURGIU,﻿Летище Комана,ЦОМАНА,ГИУРГИУ,44.17816,26.151022
1017,CRUCEA DE PIATRA MIHAI VITEAZU,Stone Cross Michael the Brave,CRUCEA DE PIATRA,GIURGIU,﻿Каменен кръст Михай Витязу,ЦРУЦЕА ДЕ ПИАТРА,ГИУРГИУ,43.893867,25.960943
1021,MONUMENTUL EROILOR DOBRENI,Heroes Monument,DOBRENI,GIURGIU,﻿Паметникът на героите,ДОБРЕНИ,ГИУРГИУ,43.901615,25.970078
1022,Muzeul Satesc din Fratesti,Village Museum,FRATESTI,GIURGIU,﻿Музей на селото Фръцещ,ФРАТЕСТИ,ГИУРГИУ,43.966843,25.969639
1026,Cetatea Giurgiu,not defined,GIURGIU,GIURGIU,﻿Град Джурджу,ГИУРГИУ,ГИУРГИУ,43.896614,25.963078
1028,STATUIA TRIUMF GIURGIU,Statue Triumph,GIURGIU,GIURGIU,﻿Статуята Триумф,ГИУРГИУ,ГИУРГИУ,43.901615,25.979078
1029,PRIMARIA GIURGIU,City Hall Giurgiu,GIURGIU,GIURGIU,﻿Кметство Джурджу,ГИУРГИУ,ГИУРГИУ,43.905617,25.979078
1030,STATUIA LUI VLAD TEPES GIURGIU,Statue of Vlad Tepes,GIURGIU,GIURGIU,﻿СТАТУЯТА НА ВЛАД ЦЕПЕШ,ГИУРГИУ,ГИУРГИУ,43.905617,25.970078
1031,CONSILIUL JUDETEAN GIURGIU,Giurgiu County Council,GIURGIU,GIURGIU,﻿Областен съвет Джурджу,ГИУРГИУ,ГИУРГИУ,43.900616,25.976078
1032,TURNUL CEASORNICULUI GIURGIU,Watchmaker's Tower,GIURGIU,GIURGIU,﻿Часовниковата кула,ГИУРГИУ,ГИУРГИУ,43.906616,25.966078
1034,STATUIA LUI NICOLAE IORGA GIURGIU,Statue of Nicolae Iorga,GIURGIU,GIURGIU,﻿Статуята на Николае Йорга,ГИУРГИУ,ГИУРГИУ,43.894615,25.967077
1035,LICEUL ION MAJORESCU GIURGIU,Ion Maiorescu High School,GIURGIU,GIURGIU,﻿Гимназия Йон Майореску,ГИУРГИУ,ГИУРГИУ,43.902615,25.974077
1037,MAUSOLEUL EROILOR GIURGIU,Heroes Mausoleum,GIURGIU,GIURGIU,﻿Мавзолей на героите,ГИУРГИУ,ГИУРГИУ,43.907616,25.974077
1038,STATUIA LUI MIHAI VITEAZU GIURGIU,Statue of Michael the Brave,GIURGIU,GIURGIU,﻿Статуята на Михай Витязу,ГИУРГИУ,ГИУРГИУ,43.906616,25.973078
1040,MONUMENTUL EROILOR REVOLUTIEI 89 GIURGIU,Revolution Heroes Monument,GIURGIU,GIURGIU,﻿Паметник на Героите на революцията,ГИУРГИУ,ГИУРГИУ,43.897614,25.967077
1045,MUZEUL TEOHARI ANTONESCU,Teohari Antonescu Museum,GIURGIU,GIURGIU,﻿Музей Теохари Антонеску,ГИУРГИУ,ГИУРГИУ,43.894615,25.978077
1046,PARCUL ALEI GIURGIU,Park Alei,GIURGIU,GIURGIU,﻿Парк Алеи,ГИУРГИУ,ГИУРГИУ,43.902615,25.964077
1047,STATUIA LUI MIHAI EMINESCU,Statue of Mihai Eminescu in Park Alei,GIURGIU,GIURGIU,﻿Статуята на Михай Еминеску,ГИУРГИУ,ГИУРГИУ,43.892616,25.966078
1048,MUZEUL POLITIEI DE FRONTIERA GIURGIU,Border Police Museum,GIURGIU,GIURGIU,﻿Стауята на Михай Еминеску,ГИУРГИУ,ГИУРГИУ,43.911613,25.969078
1049,CASA DR. A. VIANU,House Dr. A Vianu,GIURGIU,GIURGIU,﻿Къщата на доктор А.Виану,ГИУРГИУ,ГИУРГИУ,43.895615,25.964077
1052,ANSAMBLUL ARHITECTURAL UDRISTE-NASTUREL HERASTI,Architectural Ensemble Udrişte-Năsturel,HERASTI,GIURGIU,﻿Архитектурен ансамбъл Удрище-Нъстурел Херъщ,ХЕРАСТИ,ГИУРГИУ,43.901615,25.961077
1055,Monumentul Eroilor,Heroes Monument,MALU,GIURGIU,﻿ПАМЕТНИКЪТ НА ГЕРОИТЕ,МАЛУ,ГИУРГИУ,43.892033,25.95035
1056,CONACUL LUI CALINESCU MIHAILESTI,Calinescu's Mansion,MIHAILESTI,GIURGIU,﻿ИМЕНИЕТО НА КЪЛИНЕСКУ,МИХАИЛЕСТИ,ГИУРГИУ,44.323433,25.906702
1059,RUINELE CONACULUI RADU SERBAN MIRONESTI,Radu Serban Mansion Ruins,MIRONESTI,GIURGIU,﻿РУИНИТЕ НА ИМЕНИЕТО РАДУ ШЕРБАН,МИРОНЕСТИ,ГИУРГИУ,43.892616,25.964077
1064,PRIMARIA VEDEA,Vedea City Hall,VEDEA,GIURGIU,﻿КМЕТСТВО ВЕДЯ,ВЕДЕА,ГИУРГИУ,43.77882,25.786516
1065,MONUMENTUL EROILOR VEDEA,Heroes Monument,VEDEA,GIURGIU,﻿Паметникът на героите,ВЕДЕА,ГИУРГИУ,43.77482,25.794516
1066,STATUIA APOLLO,Apollo Belvedere Statue,GIURGIU,GIURGIU,﻿Статуята Аполо Белведере,ГИУРГИУ,ГИУРГИУ,43.910614,25.974077
1242,BUSTUL LUI BUREBISTA,Bust of Burebista,CALARASI,CALARASI,﻿Бюстът на Буребиста,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2042,27.340439
1243,BUSTUL LUI EUGEN CIALIC,Bust of Eugen Cialic,CALARASI,CALARASI,﻿Бюста на Еуджен Чалък,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2052,27.33644
1244,CASA ANA SI MARINACHE POPESCU,House Ana and Marinache Popescu,CALARASI,CALARASI,﻿Къща Ана и Маринаке Попеску,ЦАЛАРАСИ,ЦАЛАРАСИ,44.1982,27.330439
1245,CASA CONSTANTIN TICAN,House Constantin Tican,CALARASI,CALARASI,﻿Къща Константин Тикан,ЦАЛАРАСИ,ЦАЛАРАСИ,44.1972,27.34644
1248,MONUMENTUL EROILOR,Heroes Monument,CALARASI,CALARASI,﻿Паметникът на героите,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2052,27.331438
1249,MUZEUL DUNARII DE JOS,Lower Danube Museum,CALARASI,CALARASI,﻿Музей Долен Дунав,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2102,27.33244
1250,MUZEUL MUNICIPAL,Municipal Museum Calarasi,CALARASI,CALARASI,﻿Общински музей - Кълъраш,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2002,27.330439
1251,PALATUL PREFECTURII,Calarasi Prefecture Palace,CALARASI,CALARASI,﻿Двореца на префектурата,ЦАЛАРАСИ,ЦАЛАРАСИ,44.194202,27.33944
1252,PARCUL FLORILOR,Flower Park,CALARASI,CALARASI,﻿Паркът на цветята,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2032,27.34344
1253,PARCUL MUNICIPAL,Municipal Park,CALARASI,CALARASI,﻿Общински парк,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2092,27.34244
1254,PRIMARIA CALARASI,City Hall Calarasi,CALARASI,CALARASI,﻿Кметство Кълъраш,ЦАЛАРАСИ,ЦАЛАРАСИ,44.2122,27.345438
