1417,﻿Cula Cuțui,Broșteni, Mehedinţi,Stronghold Cutui,Broșteni, Mehedinţi
2281,Biserica din Stezherovo,Stezherovo, Pleven,Church of Stezherovo,Stezherovo, Pleven
2282,Biserica Catolică din Malchika,Malchika, Pleven,The Catholic Church in Malchika,Malchika, Pleven
2283,Biserica Sf Sofronii Vrachanski,Cherven Bryag, Pleven,Church St. Sofronii Vrachanski,Cherven Bryag, Pleven
2284,Biserica Sfintei Fecioare (1885),Cherven Bryag, Pleven,Church of Our Lady (1885),Cherven Bryag, Pleven
2285,Biserica “Sf. Treime”,Pleven, Pleven,Church “St. Trinity”,Pleven, Pleven
2475,Mânăstirea Schimbarea la Față (Preobrazhenski),Veliko Tarnovo, Veliko Tarnovo,Transfiguration Monastery (Preobrazhenski),Veliko Tarnovo, Veliko Tarnovo
2484,Biserica Sf. Nicolae,Veliko Tarnovo, Veliko Tarnovo,St. Nicholas Church,Veliko Tarnovo, Veliko Tarnovo
2490,Cetatea Dealul,Debelets, Veliko Tarnovo,Fortress Hill,Debelets, Veliko Tarnovo
2491,Catedrala Templu Sfânta Naștere a Maicii Domnului,Veliko Tarnovo, Veliko Tarnovo,Temple Cathedral Holy Nativity of the Theotokos,Veliko Tarnovo, Veliko Tarnovo
2496,Biserica Sfântul Spas,Veliko Tarnovo, Veliko Tarnovo,Church of Saint Spas,Veliko Tarnovo, Veliko Tarnovo
2503,Templul Simbolic Sf. Dimitrie din Solun,Veliko Tarnovo, Veliko Tarnovo,Symbolic Temple St. Demetrius of Solun,Veliko Tarnovo, Veliko Tarnovo
2510,Mânăstirea ”Sf. Panteleimon”,Prisovo, Veliko Tarnovo,Monastery “St. Panteleimon ”,Prisovo, Veliko Tarnovo
2511,Biserica ”Nașterii Domnului”,Arbanasi, Veliko Tarnovo,Church “Nativity”,Arbanasi, Veliko Tarnovo
2514,Biserica Sf. Atanasie,Arbanasi, Veliko Tarnovo,Church St. Athanasius,Arbanasi, Veliko Tarnovo
2515,Biserica Sf. Arhangheli Mihail și Gavril,Arbanasi, Veliko Tarnovo,Church St. Archangels Michael and Gabriel,Arbanasi, Veliko Tarnovo
2520,Mănăstirea Patriarhală a Sfintei Treimi,Samovodene, Veliko Tarnovo,Patriarchal Monastery of the Holy Trinity,Samovodene, Veliko Tarnovo
2522,Mănăstirea Arhanghelul Mihail,Prisovo, Veliko Tarnovo,Monastery of the Archangel Michael,Prisovo, Veliko Tarnovo
2526,Mănăstirea Lyaskovets,Lyaskovets, Veliko Tarnovo,Lyaskovets Monastery,Lyaskovets, Veliko Tarnovo
2534,Mănăstirea Nașterea Maicii Domnului,Kilifarevo, Veliko Tarnovo,Nativity of the Theotokos Monastery,Kilifarevo, Veliko Tarnovo
2537,Mănăstirea din Merdaniya,Merdanya, Veliko Tarnovo,Monastery of Merdaniya,Merdanya, Veliko Tarnovo
2538,Mânăstirea Sf. Ilie,Plakovo, Veliko Tarnovo,Monastery of St. Elijah,Plakovo, Veliko Tarnovo
2539,Mânăstirea Sf. Nikolay,Kapinovo, Veliko Tarnovo,Monastery of St. Nicholas,Kapinovo, Veliko Tarnovo
2563,Mânăstirea Maryan,Maryan, Veliko Tarnovo,Maryan Monastery,Maryan, Veliko Tarnovo
2567,Mânăstirea Sf. Nicolae Minune,Arbanasi, Veliko Tarnovo,Monastery of St. Nicholas the Wonder,Arbanasi, Veliko Tarnovo
2570,Biserica Sfânta Treime,Svishtov, Veliko Tarnovo,Holy Trinity Church,Svishtov, Veliko Tarnovo
2572,Biserica Sf. Dimitar,Svishtov, Veliko Tarnovo,Church St. Dimitar,Svishtov, Veliko Tarnovo
2579,Biserica Sf. Atanasie,Gorna Oryahovitsa, Veliko Tarnovo,Church St. Athanasius,Gorna Oryahovitsa, Veliko Tarnovo
2582,Biserica Sf. Nikola,Lyaskovets, Veliko Tarnovo,Church of St. Nikola,Lyaskovets, Veliko Tarnovo
2583,Biserica Sf. Nikola,Elena, Veliko Tarnovo,Church of St. Nikola,Elena, Veliko Tarnovo
2584,Biserica Adormirea Maicii Domnului,Elena, Veliko Tarnovo,Assumption Church,Elena, Veliko Tarnovo
2585,Biserica Sf. Petru și Pavel,Veliko Tărnovo, Veliko Tarnovo,Church of St. Peter and Paul,Veliko Tărnovo, Veliko Tarnovo
2586,Biserica Sf. 40 de Mucenici,Veliko Tărnovo, Veliko Tarnovo,Church St. 40 Martyrs,Veliko Tărnovo, Veliko Tarnovo
2587,Biserica Sf. Gheorghe,Veliko Tărnovo, Veliko Tarnovo,Church of St. George,Veliko Tărnovo, Veliko Tarnovo
2588,Biserica Sf. George,Arbanasi, Veliko Tarnovo,Church of St. George,Arbanasi, Veliko Tarnovo
2589,Biserica Sf. Arhanghel Mihail,Kilifarevo, Veliko Tarnovo,Church of St. Michael the Archangel,Kilifarevo, Veliko Tarnovo
2590,Biserica Adormirea Maicii Domnului,Kilifarevo, Veliko Tarnovo,Assumption Church,Kilifarevo, Veliko Tarnovo
2302,Biserica Catolică,Ruse, Ruse,Catholic Church,Ruse, Ruse
2304,Biserica din Satul Krasen,Krasen, Ruse,Church in Village Krasen,Krasen, Ruse
2305,Biserica Sfântul Gheorghe,Ruse, Ruse,St. George Church,Ruse, Ruse
2306,Biserica „Sfântul Gheorghe“,Byala, Ruse,Church „St. George“,Byala, Ruse
2321,Catedrala „Sveta Troitsa” („Sfânta Treime”),Ruse, Ruse,Cathedral “Sveta Troitsa” (“Trinity”),Ruse, Ruse
2324,Bisericile de Piatră,Ivanovo, Ruse,Stone Churches,Ivanovo, Ruse
2334,Mănăstirea Sfânta Marina,Karan Varbovka, Ruse,Monastery of St. Marina,Karan Varbovka, Ruse
2363,Biserica de Piatră de lângă satul Tabachka,Tabachka, Ruse,Stone Church near the Village Tabachka,Tabachka, Ruse
2364,Mănăstirea de Piatră Gramovets,Koshov, Ruse,Stone Monastery Gramovets,Koshov, Ruse
2365,Mănăstirea Rupestră de la Nisovo,Ivanovo, Ruse,Cave Monastery from Nisovo,Ivanovo, Ruse
2372,Biserica Armeană,Ruse, Ruse,Armenian Church,Ruse, Ruse
2373,Mănăstirea de Piatră Basarabovo,Basarabovo, Ruse,Basarabovo Stone Bonastery,Basarabovo, Ruse
2378,Moscheea Said Pașa,Ruse, Ruse,Said Pasha Mosque,Ruse, Ruse
2401,Moscheea Kurshumlu,Silistra, Silistra,Mosque Kurshumlu,Silistra, Silistra
2405,Biserica Ortodoxă Sfânta Treime,Alfatar, Silistra,Holy Trinity Orthodox Church,Alfatar, Silistra
2413,Biserica ”Sf. Nikolay”,Tutrakan, Silistra,Church ”St. Nikolay”,Tutrakan, Silistra
2414,Tekke în Tutrakan,Tutrakan, Silistra,Tekke in Tutrakan,Tutrakan, Silistra
2416,Mânăstirea Sf. Marina,Syanovo, Silistra,Monastery of St. Marina,Syanovo, Silistra
2421,Mânăstirea Pokrov,Aydemir, Silistra,Monastery Pokrov,Aydemir, Silistra
2422,Mânăstirea Înălțarea,Kamentsi, Silistra,Ascension Monastery,Kamentsi, Silistra
2423,Biserica Rusă Pokrov Maica Domnului,Aydemir, Silistra,Russian Church Pokrov Mother of God,Aydemir, Silistra
2424,Biserica Ortodoxă Sfânta Treime,Aydemir, Silistra,Holy Trinity Orthodox Church,Aydemir, Silistra
2439,Biserica din Satul Antimovo,Antimovo, Silistra,Village Church in Antimovo Village,Antimovo, Silistra
2453,Ali Baba,Varnentsi, Silistra,Ali Baba,Varnentsi, Silistra
2458,Complex Memorial al Rabinului Eliezer Papo,Silistra, Silistra,Rabbi Eliezer Papo Memorial Complex,Silistra, Silistra
2468,Biserica Apostolică Armeană Surp Astvadzadzin,Silistra, Silistra,Armenian Apostolic Church Surp Astvadzadzin,Silistra, Silistra
2004,Templul Sf. Nicolae Facatorul de Minuni,Balchik, Dobritch,Temple St. Nicholas the Wonderworker,Balchik, Dobritch
2007,Templul Mamei Zeita - Cybela,Balchik, Dobritch,Mother Goddess Temple - Cybele,Balchik, Dobritch
2008,Templul Sf. Petka Tarnovska,Balchik, Dobritch,Temple St. Petka Tarnovski,Balchik, Dobritch
2009,Templul Sf. Constantin si Elena,Balchik, Dobritch,Temple St. Constantine and Elena,Balchik, Dobritch
2010,Geamia Turgut Reis,Balchik, Dobritch,Turgut Reis Mosque,Balchik, Dobritch
2032,Biserica Armeneasca Sf. Ovanes,Dobrich, Dobritch,Armenian Church St. Ovanes,Dobrich, Dobritch
2033,Biserica Sf. Gheorghi,Dobrich, Dobritch,Church of St. Georgy,Dobrich, Dobritch
2034,Biserica Sf. Treime,Dobrich, Dobritch,St. Trinity Church,Dobrich, Dobritch
2042,Biserica Sfantul Gheorghi,Kavarna, Dobritch,St. George Church,Kavarna, Dobritch
2046,Templul Sfantul Haralambie,Shabla, Dobritch,Temple Saint Charalambos,Shabla, Dobritch
2051,Manastirea Rupestra Tarapanata,Balik, Dobritch,Cave Monastery Tarapanata,Balik, Dobritch
2052,Manastirea Rupestra Pestera de Racla,Balik, Dobritch,Cave Monastery Cave Shrine,Balik, Dobritch
2053,Manastirea Rupestra Ghiaur Evleri,Balik, Dobritch,Cave Monastery Ghiaur Evleri,Balik, Dobritch
2054,Manastirea Sf. Ilie Profetul,s. Alexandria, Dobritch,Monastery St. Elias the Prophet,s. Alexandria, Dobritch
2065,Manastirea “Sf. Ecaterina”,Balgarevo, Dobritch,“St. Catherine” Monastery,Balgarevo, Dobritch
1331,Filarmonica Craiova,Craiova, Dolj,Craiova Philharmonic,Craiova, Dolj
1340,Parcul Romanescu,Craiova, Dolj,Romanescu Park,Craiova, Dolj
1342,Gradina Zoologica,Craiova, Dolj,Zoo,Craiova, Dolj
1349,Teatrul Național Marin Sorescu,Craiova, Dolj,Marin Sorescu National Theatre,Craiova, Dolj
1364,Gradina Botanica,Craiova, Dolj,Botanical Garden,Craiova, Dolj
1541,Aquaventura,Roșiori, Teleorman,Aquaventura,Roșiori, Teleorman
1557,Clubul Copiilor,Turnu Măgurele, Teleorman,Children's Club,Turnu Măgurele, Teleorman
1566,Complexul de Odihnă şi Recreere Ştrand Vedea,Turnu Măgurele, Teleorman,Leisure and Recreation Complex Strand Vedea,Turnu Măgurele, Teleorman
1009,Parc Aventura Comana,Comana, Giurgiu,Comana Adventure Park,Comana, Giurgiu
1039,Teatrul Tudor Vianu,Giurgiu, Giurgiu,Tudor Vianu Theater,Giurgiu, Giurgiu
1042,Ateneul Nicolae Bălănescu,Giurgiu, Giurgiu,Nicolae Balanescu Athenaeum,Giurgiu, Giurgiu
1044,Centrul Cultural Ion Vinea,Giurgiu, Giurgiu,Cultural Center Ion Vinea,Giurgiu, Giurgiu
1062,Baza Hipică Regatul Cailor,Varlaam, Giurgiu,Horse Racing Base Horses Kingdom,Varlaam, Giurgiu
1247,Grădina Zoologică din Călăraşi,Călăraşi, Călăraşi,The Zoo in Calarasi,Călăraşi, Călăraşi
1077,Acvariul Constanța,Constanța, Constanța,Aquarium Constanta,Constanța, Constanța
1078,Parcul Acvatic Aqua Magic,Mamaia, Constanța,Aqua Magic Water Park,Mamaia, Constanța
1079,Aquarius Dive Center,Constanța, Constanța,Aquarius Dive Center,Constanța, Constanța
1081,Basoreliefuri Tineri Sportivi,Constanța, Constanța,Basreliefs Young Athletes,Constanța, Constanța
1123,Delfinariu,Constanța, Constanța,Dolphinarium,Constanța, Constanța
1136,Lake View,Constanța, Constanța,Lake View,Constanța, Constanța
1160,Portul Turistic Tomis,Constanța, Constanța,Tourist Port Tomis,Constanța, Constanța
1162,Satul de Vacanță,Constanța, Constanța,Holiday Village,Constanța, Constanța
1172,Teatrul de Stat,Constanţa, Constanța,State Theatre,Constanţa, Constanța
1173,Teatrul Elpis,Constanţa, Constanța,Elpis Theatre,Constanţa, Constanța
1174,Teatrul Naţional de Operă şi Balet,Constanţa, Constanța,National Theatre of Opera and Ballet,Constanţa, Constanța
1175,Telegondola,Constanţa, Constanța,Cable Railway,Constanţa, Constanța
1183,Aqua Park Eforie,Eforie Nord, Constanța,Aqua Park Eforie,Eforie Nord, Constanța
1202,Paradis Land Neptun,Neptun, Constanța,Paradise Land Neptun,Neptun, Constanța
1203,Parc de Distracții Neptun,Neptun, Constanța,Amusement Park Neptune,Neptun, Constanța
1232,Centrul de Agrement 2 Mai,2 Mai, Constanța,Leisure Centre May 2,2 Mai, Constanța
2632,Stâncile Belogradchik,Belogradchik, Vidin,Belogradchik Rocks,Belogradchik, Vidin
2633,Lacul Rabisha Karstic,Belogradchik, Vidin,Lake Rabisha Karst,Belogradchik, Vidin
2634,Peștera Magura,Rabisha, Vidin,Magura Cave,Rabisha, Vidin
2635,Resortul Plaja Danubia,Simeonovo, Vidin,Danubia Beach Resort,Simeonovo, Vidin
2636,Teatrul dramatic “Vladimir Trendafilov”,Vidin, Vidin,Drama Theatre “Vladimir Trendafilov”,Vidin, Vidin
2637,Cascada “Bela Voda”,Belogradchik, Vidin,Waterfall “Bela Voda”,Belogradchik, Vidin
2638,Vârful Vrashka Chukka în Munții Balcanici,Vratsa, Vidin,Vrashka Chukka Peak in the Balkan Mountains,Vratsa, Vidin
2639,Rezervația biosferă “Chuprene”,Vratsa, Vidin,Biosphere reserve “Chuprene”,Vratsa, Vidin
2640,Cascada “Petrov Tserak”,Topolovets, Vidin,Waterfall “Petrov Tserak”,Topolovets, Vidin
2641,Punctul de reper “Bozhuritsa”,Sinagovtsi, Vidin,The landmark “Bozhuritsa”,Sinagovtsi, Vidin
2642,Peștera “Venetsa”,Oreshets, Vidin,Cave “Venetsa”,Oreshets, Vidin
2643,Grădina de oraș “Kraidunavska”,Vidin, Vidin,Garden City “Kraidunavska”,Vidin, Vidin
2644,“Orlyaka”,Vidin,“Orlyaka”,Vidin
2645,Peștera “Kozarnika”,Vidin, Vidin,Cave “Kozarnika”,Vidin, Vidin
2646,Formațiunea stâncoasă din satul Yanyovets,Orlya, Vidin,Rock formation in the village Yanyovets,Orlya, Vidin
2647,Borov Kamak,Borovitsa, Vidin,Borov Kamak,Borovitsa, Vidin
2648,Zona “Aniste”,Granichak, Vidin,The “Aniste”,Granichak, Vidin
2649,Bio-rezervația Chuprene,Belograchik, Vidin,Bio-Reserve Chuprene,Belograchik, Vidin
2650,Petroglifele din Belogradchik,Belogradchik, Vidin,Petroglyphs of Belogradchik,Belogradchik, Vidin
2651,“Țevile” în punctul de reper Planinitsa,Bologradchik, Vidin,“Pipes” in the landmark Planinitsa,Bologradchik, Vidin
2652,“Cercul”- Fenomen Sat Varbovo,Varbovo, Vidin,“Circle” - Phenomenon Village Varbovo,Varbovo, Vidin
2653,Punctul de reper protejat “Chuprenski buki”,Vidin, Vidin,The protected landmark “Chuprenski buki”,Vidin, Vidin
2654,Vârful “Midzhur”,Vidin, Vidin,Peak “Midzhur”,Vidin, Vidin
2655,Complexul “Stakevskite Kashti”,Belogradchik, Vidin,Complex “Stakevskite Kashti”,Belogradchik, Vidin
2656,Berchinata Kashta,Belogradchik, Vidin,Berchinata Kashta,Belogradchik, Vidin
2657,Aninata Kashta,Belogradchik, Vidin,Aninata Kashta,Belogradchik, Vidin
2658,Marinata Kashta,Belogradchik, Vidin,Marinata Kashta,Belogradchik, Vidin
2659,Crama “Magura”,Rabisha, Vidin,Winery “Magura”,Rabisha, Vidin
2660,Centrul pentru Vizitatori,Belogradchik, Vidin,Visitor Center,Belogradchik, Vidin
2124,Vârful Kom (2016 m),Berkovitsa, Montana,Kom Peak (2016 m),Berkovitsa, Montana
2125,Cascada Chiprovtsi,Chiprovtsi, Montana,Chiprovtsi Waterfall,Chiprovtsi, Montana
2126,Parcul Varshets,Vartshets, Montana,Varshets Park,Vartshets, Montana
2127,Lemnul vieții,Varshets, Montana,The wood of life,Varshets, Montana
2128,Parcul ”Grădina Însorită”,Varshets, Montana,Park “Sunny Garden”,Varshets, Montana
2129,Zona “Cascadele Haidushki”,Berkovitsa, Montana,The “Waterfalls Haidushki”,Berkovitsa, Montana
2130,Vârful Todoroni Kukli,Varshets, Montana,Todoroni Kukli Peak,Varshets, Montana
2131,Bulevardul Romantic cu Platani,Varshets, Montana,Romantic Avenue with Platani,Varshets, Montana
2132,Crama Lopushna,Georgi Damyanovo, Montana,Cellar Lopushna,Georgi Damyanovo, Montana
2133,Insula Tsibar - Rezervația Ibisha,Tsibar, Montana,Tsibar Island - Ibisha Reserve,Tsibar, Montana
2134,Rezervația Gorna Koriya,Berkovitsa, Montana,Reserve Gorna Koriya,Berkovitsa, Montana
2135,Peștera Mishin Kamyk,Chiprovtsi, Montana,Cave Mishin Kamyk,Chiprovtsi, Montana
2136,Piața cu fântâni Zheravitsa,Montana, Montana,Square with fountains Zheravitsa,Montana, Montana
2137,Fântâna Vindecătoare,Balyuvitsa, Montana,Healing Fountain,Balyuvitsa, Montana
2138,Peștera Groapa Parasinska,Belimel, Montana,Cave Pit Parasinska,Belimel, Montana
2139,Peștera Gaura Toshova,Varshets, Montana,Cave Hole Toshova,Varshets, Montana
2140,Festivalul de Rock „Berkstok”,Berkovitsa, Montana,Rock Festival “Berkstok”,Berkovitsa, Montana
2141,Adunarea folclorică “Ashiklar cântă și dansează”,Berkovitsa, Montana,Folk Assembly “Ashiklar sing and dance”,Berkovitsa, Montana
2142,Festivalul „Brevetul pentru pantofi de piele”,Berkovitsa, Montana,Festival “Leather Shoes Patent”,Berkovitsa, Montana
2143,Sărbătoarea Montana,Montana, Montana,Official Celebration of Monatna,Montana, Montana
2144,Sărbătoarea Muntelui Berkovska,Berkovitsa, Montana,Feast of Mount Berkovska,Berkovitsa, Montana
2145,Sărbătoarea Berkovitsa,Berkovitsa, Montana,Official Celebration of Berkovitsa,Berkovitsa, Montana
2146,Sărbătoarea Lom,Lom, Montana,Official Celebration of Lom,Lom, Montana
2147,Adunarea Motocicliștilor în Lom,Lom, Montana,Motorcyclists Assembly in Lom,Lom, Montana
2148,Sărbătoarea Varshets,Varshets, Montana,Official Celebration of Varshets,Varshets, Montana
2735,Peștera “Ledenika”,Vratsa, Vratsa,Cave “Ledenika”,Vratsa, Vratsa
2736,“Hijata” în Vratsa,Vratsa, Vratsa,“Hijata” in Vratsa,Vratsa, Vratsa
2737,Parcul de distracții “Prikazkata”,Vratsa, Vratsa,Amusement Park “Prikazkata”,Vratsa, Vratsa
2738,Parcul de distracții “Ledenika”,Vratsa, Vratsa,Amusement Park “Ledenika”,Vratsa, Vratsa
2739,Complexul Hotelier “Hushove”,Vratsa, Vratsa,Hotel Complex “Hushove”,Vratsa, Vratsa
2740,Complexul “Oaza”,Vratsa, Vratsa,Complex “Oaza”,Vratsa, Vratsa
2741,Parcul “Dabnika”,Vratsa, Vratsa,Park “Dabnik”,Vratsa, Vratsa
2742,Vasul “Radetzky”,Kozloduy, Vratsa,Ship “Radetzky”,Kozloduy, Vratsa
2743,Cărarea prin pădurea “Povestea cu zâne”,Vratsa, Vratsa,The path through the woods “Fairy tale”,Vratsa, Vratsa
2744,Marșul Turiștilor “Po patya na Botevata cheta”,Vratsa, Vratsa,Tourists March “Po patya na Botevata cheta”,Vratsa, Vratsa
2745,Cascada “Skaklya”,Vratsa, Vratsa,Waterfall “Skaklya”,Vratsa, Vratsa
2746,Parcul natural “Vrachanski Balkan”,Vratsa, Vratsa,Natural Park “Vrachanski Balkan”,Vratsa, Vratsa
2747,“Bozhiyat most”,Vratsa, Vratsa,“Bozhiyat most”,Vratsa, Vratsa
2748,“Rashov Dol”,Vratsa, Vratsa,“Rashov Dol”,Vratsa, Vratsa
2749,Reperul “Ritlite”,Vratsa, Vratsa,Landmark “Ritlite”,Vratsa, Vratsa
2750,Stâncile “Lakatnishki”,Vratsa, Vratsa,Cliffs “Lakatnishki”,Vratsa, Vratsa
2751,Complexul “Dyado Yotso”,Ochin Dol, Vratsa,Complex “Dyado Yotso”,Ochin Dol, Vratsa
2752,Peștera “Ponora”,Chiren, Vratsa,Cave “Ponora”,Chiren, Vratsa
2753,Parcul de distracții “Srednovekovie”,Vrachanski Balkan, Vratsa,Amusement Park “Srednovekovie”,Vrachanski Balkan, Vratsa
2754,Traseul Istoric “Vratitsa Antică și Medievală”,Gradishte, Vratsa,History Trail “Ancient and Medieval Vratitsa”,Gradishte, Vratsa
2755,Traseul Tematic Carstic și Biodiversitate “Pestera Vratsa-Ledenika”,Vrachanski Balkan, Vratsa,Thematic Route Karst and Biodiversity “Vratsa-Ledenika Cave”,Vrachanski Balkan, Vratsa
2756,Traseul Tematic “Traseul Peștera Ledenika”,Gorno Ozirovo, Vratsa,Thematic Route “Ledenika Cave Route”,Gorno Ozirovo, Vratsa
2757,Eco-Traseul “Belite Skali”,Lyutibrod, Vratsa,Eco-Route “Belite Skali”,Lyutibrod, Vratsa
2758,Traseul Tematic „Voivodin Dol - Cascada Skaklya”,Voivodin Dol, Vratsa,Thematic Route “Voivodin Dol - Waterfall Skaklya”,Voivodin Dol, Vratsa
2759,Traseul Tematic Vulturul Griffon,Vrachanksi Balkan, Vratsa,Thematic Route Griffon Vulture,Vrachanksi Balkan, Vratsa
2760,Cetatea “Stânca”,Oryahovo, Vratsa,Fortress 'Rock',Oryahovo, Vratsa
2240,Parcul Natural Persina,Nikopol, Pleven,Persina Nature Park,Nikopol, Pleven
2241,Zona Protejată Kaylaka,Pleven, Pleven,Protected Area Kaylaka,Pleven, Pleven
2242,Eco-traseul Reselets,Resselets, Pleven,Eco Route Reselets,Resselets, Pleven
2243,Canionul Karst Chernelka,Gortalovo, Pleven,Canyon Karst Chernelka,Gortalovo, Pleven
2244,Propadaloto (Depresiunea),Resselets, Pleven,Propadaloto (Depression),Resselets, Pleven
2245,Castelul Resselets Chalet,Resselets, Pleven,Resselets Chalet Castle,Resselets, Pleven
2246,Fântâna cu apă de băut Eliya (Syutliyka),Pleven,Drinking water fountain Eliya (Syutliyka),Pleven
2247,Barajul Lacului Ruptsi,Ruptsi, Pleven,Ruptsi Lake Dam,Ruptsi, Pleven
2248,Formațiunea Stâncoasă Kamarata,Breste, Pleven,Rocky Formation Kamarata,Breste, Pleven
2249,Cascada Skoka,Breste, Pleven,Waterfall Skoka,Breste, Pleven
2250,Muzeul Vinului,Pleven, Pleven,Wine Museum,Pleven, Pleven
2251,Fântânile Plevna,Pleven, Pleven,Pleven Wells,Pleven, Pleven
2252,Piața Renașterii,Pleven, Pleven,Renaissance Square,Pleven, Pleven
2253,Grădina zoologică “Kayluka”,Kayluka, Pleven,Zoo “Kayluka”,Kayluka, Pleven
2254,Călăria,Riben, Pleven,Horseback Riding,Riben, Pleven
2255,Eco-Traseul Chernelka,Gortalovo, Pleven,Eco-Route Chernelka,Gortalovo, Pleven
2256,Barajul Totleben,Totleben, Pleven,Dam Totleben,Totleben, Pleven
2257,Barajul Gorni Dubnik,Gorni Dubnik, Pleven,Gorni Dubnik Dam,Gorni Dubnik, Pleven
2258,Barajul Telish,Dolni Dubnik, Pleven,Dam Telish,Dolni Dubnik, Pleven
2259,Grădina Zoologică “Gergana”,Kneja, Pleven,Zoo “Gergana”,Kneja, Pleven
2260,Păpușile Reseleshki,Reselets, Pleven,Reseleshki Puppets,Reselets, Pleven
2261,Canionul Ruchene,Reselets, Pleven,Canyon Ruchene,Reselets, Pleven
2262,Piramidele de Piatră Chuklite,Kameno, Pleven,Stone Pyramids Chuklite,Kameno, Pleven
2476,Parcul Câmpul lui Mara,Veliko Tarnovo, Veliko Tarnovo,Mara's Field Park,Veliko Tarnovo, Veliko Tarnovo
2478,Podul lui Stambolov,Veliko Tarnovo, Veliko Tarnovo,Stambolov's Bridge,Veliko Tarnovo, Veliko Tarnovo
2481,Galeria de Arta Boris Denev,Veliko Tarnovo, Veliko Tarnovo,Boris Denev Art Gallery,Veliko Tarnovo, Veliko Tarnovo
2482,Casa cu Maimuțică,Veliko Tarnovo, Veliko Tarnovo,House with Monkey,Veliko Tarnovo, Veliko Tarnovo
2487,Cascada Kartala,Veliko Tarnovo, Veliko Tarnovo,Waterfall Kartala,Veliko Tarnovo, Veliko Tarnovo
2492,Tsarevgrad Tărnov (Muzeul Figurinelor de Ceară),Veliko Tarnovo, Veliko Tarnovo,Tsarevgrad Tarnovita (Wax Figurines Museum),Veliko Tarnovo, Veliko Tarnovo
2494,Mânăstirea Fecioara Maria,Arbanasi, Veliko Tarnovo,Virgin Mary Monastery,Arbanasi, Veliko Tarnovo
2501,Muntele Athos (Dealul),Veliko Tarnovo, Veliko Tarnovo,Mount Athos (Hill),Veliko Tarnovo, Veliko Tarnovo
2507,Localitatea Dealul Ciorii (Garga),Veliko Tarnovo, Veliko Tarnovo,Ciorii Hill Settlement (Garga),Veliko Tarnovo, Veliko Tarnovo
2508,Stânca Ascultă-Cocoș (Chuypetel),Gorna Oryahovitsa, Veliko Tarnovo,Listen-Rooster Rock (Chuypetel),Gorna Oryahovitsa, Veliko Tarnovo
2509,Izvorul Cascada Veche,Veliko Tarnovo, Veliko Tarnovo,Old Waterfall Spring,Veliko Tarnovo, Veliko Tarnovo
2517,Ksilifor (Localitate),Veliko Tarnovo, Veliko Tarnovo,Ksilifor (Locality),Veliko Tarnovo, Veliko Tarnovo
2518,Gaura Călugărului (Peștera),Arbanasi, Veliko Tarnovo,Monk's Hole (The Cave),Arbanasi, Veliko Tarnovo
2519,Barajul Arcul Întunecat,Debelets, Veliko Tarnovo,Dark Arch Dam,Debelets, Veliko Tarnovo
2523,Piatra Eco,Gorna Oryahovitsa, Veliko Tarnovo,Eco Stone,Gorna Oryahovitsa, Veliko Tarnovo
2524,Fântâna Apa de Mărgăritar,Pushevo, Veliko Tarnovo,Fountain Lilly Water,Pushevo, Veliko Tarnovo
2525,Barajul Darovets,Debelets, Veliko Tarnovo,Borovets Dam,Debelets, Veliko Tarnovo
2531,Barajul Plakovo,Plakovo, Veliko Tarnovo,Dam Plakovo,Plakovo, Veliko Tarnovo
2533,Cascada de Hotnitsa (Kaya Bunar),Hotnitsa, Veliko Tarnovo,Waterfall Hotnitsa (Kaya Bunar),Hotnitsa, Veliko Tarnovo
2535,Cascada din Kapinovo,Velchevo, Veliko Tarnovo,Waterfall Kapinovo,Velchevo, Veliko Tarnovo
2536,Eco-Aleea din Hotnitsa,Hotnitsa, Veliko Tarnovo,Eco-Alley in Hotnitsa,Hotnitsa, Veliko Tarnovo
2542,Barajul Blatsi,Nikyup, Veliko Tarnovo,Dam Blatsi,Nikyup, Veliko Tarnovo
2543,Cactuși Sălbatici,Pushevo, Veliko Tarnovo,Wild Cactus,Pushevo, Veliko Tarnovo
2544,Peștera din Musina,Musina, Veliko Tarnovo,Cave of Musina,Musina, Veliko Tarnovo
2545,Eco-Alee ”De la Diskoduratera până în Prezent”,Gostilitsa, Veliko Tarnovo,Eco-Lane “From Diskoduratera to Present”,Gostilitsa, Veliko Tarnovo
2546,Canionul Emen,Emen, Veliko Tarnovo,Emen Canyon,Emen, Veliko Tarnovo
2550,Barajul Yovkovtsi,Elena, Veliko Tarnovo,Dam Yovkovtsi,Elena, Veliko Tarnovo
2555,Cascada din Zarapovo,Vishograd, Veliko Tarnovo,Waterfall in Zarapovo,Vishograd, Veliko Tarnovo
2556,Piatra Rayuv (Eco-Alee),Elena, Veliko Tarnovo,Stone Rayuv (Eco-Alley),Elena, Veliko Tarnovo
2557,Zooparc,Pavlikeni, Veliko Tarnovo,Zooparc,Pavlikeni, Veliko Tarnovo
2559,Copacul Elefant,Bagalevtsi, Veliko Tarnovo,Elephant Tree,Bagalevtsi, Veliko Tarnovo
2560,Parcul Peisajistic Mica Bulgaria,Veliko Tarnovo, Veliko Tarnovo,Park Landscape Little Bulgaria,Veliko Tarnovo, Veliko Tarnovo
2561,Cascada din Hristovtsi,Ruhovți, Veliko Tarnovo,Waterfall in Hristovtsi,Ruhovți, Veliko Tarnovo
